Name,Brand,Color,Fuel,Gearbox,Year,Km,Fuel_consumption,Co2_emission,Doors,Price
Mercedes Classe A,Mercedes,Argent Iridium,Diesel,Automatique,2022,24810,4.9,131,5,32 999
Peugeot 3008,Peugeot,Blanc Nacré / Noir Perla Nera,Diesel,Automatique,2018,129401,6,124,5,19 999
Volkswagen T-Roc,Volkswagen,Gris Ascot,Essence,Manuelle,2022,10,6.6,142,5,29 299
Peugeot 308,Peugeot,Blanc Nacré,Essence,Automatique,2019,57709,4.6,106,5,17 999
Audi A3 Sportback,Audi,Gris Daytona,Hybride essence rechargeable,Auto...,2022,8915,1,35,5,35 399
Peugeot 208,Peugeot,Gris Artense,Essence,Manuelle,2017,70610,4.3,99,5,11 799
Peugeot 208,Peugeot,Rouge Elixir,Essence,Manuelle,2019,50767,4.7,108,5,11 499
Citroën C3,Citroën,Noir Perla Nera/Toit Rouge Aden,Essence,Manuelle,2021,22740,5.4,104,5,14 999
Renault Clio 5,Renault,,Essence,Manuelle,2022,11490,,,,16 899
Peugeot 308,Peugeot,Noir Perla Nera,Essence,Manuelle,2021,22971,5,124,5,17 299
Peugeot 3008,Peugeot,Gris Amazonite,Essence,Manuelle,2019,32235,5,118,5,19 799
Peugeot 2008,Peugeot,Gris Platinium,Essence,Manuelle,2015,73870,4.9,114,5,10 299
Peugeot 5008,Peugeot,Noir Perla Nera (M),Essence,Automatique,2021,46766,6.6,151,5,28 699
Renault Kadjar,Renault,Noir Etoile,Essence,Automatique,2022,37835,6,145,5,21 499
Mercedes Classe A,Mercedes,,Diesel,Automatique,2021,29056,,,,33 999
Peugeot 208,Peugeot,Gris Platinium,Essence,Manuelle,2019,50794,4.7,108,5,11 799
Toyota C-HR,Toyota,Blanc Pur,Hybride essence,Automatique,2023,501,4.9,110,5,26 499
Renault Mégane 4,Renault,Gris Highland,Essence,Automatique,2022,37763,5.9,138,5,17 999
Toyota C-HR,Toyota,Blanc Nacré,Essence,Manuelle,2018,131567,6,136,5,14 999
Mercedes Classe A,Mercedes,Argent Iridium,Diesel,Automatique,2022,20515,4.9,131,5,32 999
Renault Mégane 4,Renault,Gris Titanium,Diesel,Manuelle,2017,56022,3.7,95,5,15 999
Citroën C3,Citroën,,Diesel,Manuelle,2022,24482,,,,15 499
Toyota C-HR,Toyota,Noir Intense,Hybride essence,Automatique,2020,57554,3.8,86,5,22 999
Renault Captur,Renault,Bleu Iron,Essence,Manuelle,2022,19921,5.9,130,5,16 699
Renault Clio 5,Renault,Rouge Flamme,Essence,Manuelle,2022,9392,5.2,119,5,17 199
Peugeot 308,Peugeot,Gris Artense,Essence,Manuelle,2020,36189,5.5,132,5,17 299
Citroën C4,Citroën,Rouge Elixir,Essence,Automatique,2022,12544,5.8,130,5,22 299
Citroën C5 Aircross,Citroën,Blanc Nacré,Diesel,Automatique,2021,79175,4.9,142,5,22 699
Dacia Duster,Dacia,,Diesel,Manuelle,2021,40202,,,,18 699
Peugeot 5008,Peugeot,Gris Artense,Essence,Automatique,2023,4648,6,149,5,28 999
Peugeot 2008,Peugeot,Gris Platinium,Essence,Manuelle,2016,109540,4.8,110,5,9 999
Citroën C4,Citroën,Gris Platinium,Essence,Manuelle,2023,9675,5,119,5,19 999
Peugeot 308,Peugeot,Noir Perla Nera,Essence,Automatique,2020,44498,4.6,106,5,18 499
Toyota C-HR,Toyota,,Hybride essence,Automatique,2022,20741,,,,26 799
Citroën C3 Aircross,Citroën,Gris Platinium,Essence,Manuelle,2021,37418,5.8,136,5,16 499
Peugeot 208,Peugeot,Gris Aluminium,Essence,Manuelle,2017,53050,4.5,104,5,11 499
Peugeot 3008,Peugeot,Blanc Banquise,Essence,Manuelle,2020,22710,6,113,5,20 074
Peugeot 308,Peugeot,Blanc Nacré,Essence,Automatique,2019,37408,5.1,117,5,17 999
Citroën C3,Citroën,Blanc Banquise / Rouge Aden,Essence,Automatique,2021,38461,4,133,5,15 499
Renault Captur,Renault,Noir étoilé,Essence,Manuelle,2022,17155,5.9,130,5,16 799
Dacia Duster,Dacia,Beige Dune,Diesel,Manuelle,2021,17782,4.9,132,5,19 499
Renault Clio 5,Renault,Gris Platine,Essence,Manuelle,2022,11454,5.2,119,5,17 199
Citroën C5 Aircross,Citroën,Blanc Nacré,Diesel,Manuelle,2021,31560,4.2,130,5,22 999
Peugeot 5008,Peugeot,Gris Platinium,Diesel,Automatique,2020,44600,5,140,5,28 999
Peugeot 2008,Peugeot,Blanc Banquise,Essence,Manuelle,2015,113122,4.4,108,5,9 999
Citroën C4,Citroën,Gris Acier,Essence,Automatique,2022,28355,5,130,5,19 999
Peugeot 2008,Peugeot,Spirit Grey,Essence,Manuelle,2016,123717,4.4,103,5,9 999
Toyota C-HR,Toyota,,Hybride essence,Automatique,2022,20641,,,,27 599
Renault Mégane 4,Renault,Gris Titanium,Essence,Automatique,2022,35682,5.9,134,5,18 599
Peugeot 308,Peugeot,Gris Artense,Essence,Manuelle,2019,43743,4.6,108,5,18 499
Renault Captur,Renault,Gris Highland / Toit Noir Etoilé,Essence,Manuelle,2022,13885,5.9,130,5,16 999
Dacia Duster,Dacia,Black,Diesel,Manuelle,2023,12956,4.8,127,5,19 699
Citroën C4,Citroën,Bleu Iceland,Electrique,Automatique,2021,19929,0.0,0,5,22 899
Peugeot 2008,Peugeot,Rouge Tourmaline,Essence,Manuelle,2015,91037,4.8,110,5,10 199
Citroën C5 Aircross,Citroën,Gris Platinium,Diesel,Automatique,2020,72724,4.1,102,5,22 499
Renault Kadjar,Renault,Noir Etoile,Essence,Automatique,2019,44600,5.8,133,5,19 799
Toyota C-HR,Toyota,Blanc Nacré Perle,Hybride essence,Automatique,2022,11,5.2,119,5,27 999
Peugeot 3008,Peugeot,Noir Perla Nera,Essence,Automatique,2020,75491,5.9,152,5,20 499
Citroën C5 Aircross,Citroën,Blanc Banquise,Essence,Manuelle,2019,23244,5.3,118,5,21 999
Citroën C3,Citroën,Gris Acier / Noir Onyx,Diesel,Manuelle,2022,14650,4,112,5,15 499
Renault Clio 5,Renault,Bleu Iron,Essence,Manuelle,2022,15769,5.2,119,5,17 199
Citroën C5 Aircross,Citroën,Noir Perla Nera,Essence,Manuelle,2020,39593,5,149,5,22 499
Citroën C4,Citroën,Bleu Olbia,Electrique,Automatique,2022,10317,0.0,0,5,24 499
Peugeot 5008,Peugeot,Gris Artense,Essence,Automatique,2023,2322,6,150,5,31 499
Peugeot 5008,Peugeot,Gris Platinium,Diesel,Automatique,2019,49132,6.3,124,5,28 999
Peugeot 308,Peugeot,Noir Perla Nera,Essence,Manuelle,2020,12735,5,131,5,18 699
Toyota C-HR,Toyota,Gris Célestine,Hybride essence,Automatique,2020,42595,3.8,110,5,23 299
Citroën C3,Citroën,Gris Platinium,Essence,Manuelle,2020,28200,5,99,5,15 599
Renault Captur,Renault,,Essence,Manuelle,2022,33562,,,,17 299
Citroën C4,Citroën,Blanc Banquise,Essence,Automatique,2021,26069,5.8,130,5,20 999
Peugeot 308,Peugeot,Gris Artense,Essence,Automatique,2020,37130,4,133,5,18 499
Peugeot 308,Peugeot,Rouge Ultimate,Essence,Automatique,2021,41084,5.8,135,5,18 799
Peugeot 5008,Peugeot,Blue,Diesel,Automatique,2023,21056,5.7,147,5,31 999
Citroën C4,Citroën,Bleu Iceland,Essence,Automatique,2022,17481,5,130,5,20 999
Peugeot 3008,Peugeot,Noir Perla Nera,Essence,Manuelle,2019,33645,5,118,5,20 499
Peugeot 3008,Peugeot,,Diesel,Manuelle,2018,74133,,,,20 699
Peugeot 208,Peugeot,Gris Platinium,Essence,Manuelle,2019,55423,4,106,5,11 999
Citroën C3 Aircross,Citroën,,Essence,Manuelle,2020,44425,,,,15 999
Peugeot 3008,Peugeot,Gris Amazonite,Essence,Automatique,2020,41600,6,151,5,20 999
Citroën C3,Citroën,Gris Platinium,Essence,Automatique,2018,50821,4,110,5,15 499
Peugeot 2008,Peugeot,Gris,Essence,Manuelle,2016,77760,4.4,103,5,10 499
Dacia Sandero,Dacia,Gris Comète,Diesel,Manuelle,2018,57470,3.8,98,5,13 799
Peugeot 208,Peugeot,Rouge Elixir,Essence,Manuelle,2019,43103,4.7,108,5,11 999
Dacia Duster,Dacia,GREY,Diesel,Manuelle,2023,14485,4.8,127,5,19 699
Renault Kadjar,Renault,Noir Etoile,Diesel,Manuelle,2019,58540,5,115,5,17 299
Peugeot 5008,Peugeot,Blanc Nacré,Diesel,Automatique,2023,6210,5,147,5,32 499
Renault Clio 5,Renault,Blanc Quartz,Essence,Manuelle,2021,14377,5.2,119,5,17 299
Peugeot 3008,Peugeot,Gris Amazonite/Noir Perla Nera,Essence,Automatique,2019,38600,4.9,109,5,20 799
Toyota C-HR,Toyota,Noir Intense,Hybride essence,Automatique,2020,52075,5.2,92,5,23 999
Renault Captur,Renault,Bleu Iron / Toit noir Etoilé,Essence,Manuelle,2019,57711,6.3,128,5,16 999
Peugeot 3008,Peugeot,Blanc Nacré,Essence,Automatique,2020,38980,4,151,5,20 999
Citroën C3,Citroën,,Diesel,Manuelle,2022,24878,,,,15 799
Renault Captur,Renault,,Essence,Manuelle,2022,24375,,,,18 399
Renault Clio 5,Renault,,Diesel,Manuelle,2022,30783,,,,17 799
Citroën C4,Citroën,Noir Perla Nera,Essence,Automatique,2023,7388,5.8,130,5,27 999
Peugeot 2008,Peugeot,Blanc Banquise,Essence,Manuelle,2017,70100,4.9,114,5,10 799
Dacia Duster,Dacia,Orange,Diesel,Manuelle,2023,13425,4.8,127,5,19 699
Peugeot 5008,Peugeot,Gris Artense,Diesel,Automatique,2023,10065,5.6,147,5,32 399
Citroën C4,Citroën,Gris Acier,Essence,Automatique,2022,25347,5,136,5,21 499
Toyota C-HR,Toyota,Gris Platinium,Hybride essence,Automatique,2021,42410,5.2,119,5,23 999
Peugeot 308,Peugeot,Noir Perla Nera,Essence,Manuelle,2021,35095,5.5,130,5,18 999
Citroën C3 Aircross,Citroën,Bleu,Essence,Manuelle,2020,33012,4.2,104,5,16 099
Citroën C3,Citroën,Blanc Banquise / Rouge Aden,Essence,Automatique,2021,36103,4,133,5,15 799
Peugeot 5008,Peugeot,Rouge Ultimate,Diesel,Automatique,2022,69702,5.3,140,5,30 999
Renault Captur,Renault,,Essence,Manuelle,2022,16264,,,,18 499
Peugeot 3008,Peugeot,Gris Artense,Essence,Automatique,2018,26337,4.9,127,5,21 299
Peugeot 208,Peugeot,Gris Platinium,Essence,Manuelle,2019,10897,4.7,108,5,12 299
Citroën C3,Citroën,Gris Platinium / Toit Noir Onyx,Essence,Automatique,2021,62731,5.9,105,5,15 999
Renault Kadjar,Renault,Gris Titanium,Diesel,Automatique,2019,85001,4.9,113,5,17 499
Peugeot 5008,Peugeot,Bleu Celebes,Diesel,Automatique,2022,29455,5,139,5,32 499
Citroën C4,Citroën,Blanc Banquise,Essence,Automatique,2021,40896,5.9,130,5,22 199
Peugeot 2008,Peugeot,Gris Artense,Essence,Manuelle,2017,81802,4.4,103,5,10 999
Peugeot 3008,Peugeot,Noir Perla Nera,Essence,Automatique,2020,38697,4,151,5,21 299
Citroën C3,Citroën,Blanc Banquise / Noir Onyx,Essence,Automatique,2020,32446,4,133,5,15 799
Renault Captur,Renault,,Essence,Manuelle,2022,21173,,,,18 499
Renault Clio 5,Renault,Noir Etoile,Essence,Manuelle,2022,17080,5.2,119,5,17 799
Peugeot 208,Peugeot,Gris Platinium,Essence,Manuelle,2019,35804,4.7,108,5,12 299
Peugeot 5008,Peugeot,Gris Platinium,Diesel,Automatique,2023,2492,5,147,5,32 999
Peugeot 2008,Peugeot,Gris Platinium,Essence,Manuelle,2015,63529,4.4,108,5,10 999
Citroën C3,Citroën,Blanc Banquise / Rouge Aden,Essence,Automatique,2019,31836,4,133,5,15 799
Renault Captur,Renault,Gris Highland / Toit Noir Etoilé,Essence,Automatique,2020,52412,6,146,5,18 999
Renault Clio 5,Renault,Bleu Iron,Hybride essence,Automatique,2021,27000,4.3,100,5,18 799
Peugeot 208,Peugeot,Gris Shark,Essence,Manuelle,2017,45737,4.5,104,5,12 299
Peugeot 308,Peugeot,Gris Artense,Essence,Automatique,2020,69411,4.6,135,5,19 599
Citroën C5 Aircross,Citroën,,Diesel,Automatique,2020,47947,,,,25 499
Peugeot 5008,Peugeot,Bleu Celebes,Diesel,Automatique,2023,2414,5,147,5,32 999
Citroën C5 Aircross,Citroën,Gris Platinium,Diesel,Automatique,2020,45652,4.9,140,5,25 499
Renault Captur,Renault,Bleu Celadon / Toit Noir Etoilé,Diesel,Manuelle,2020,56673,4,129,5,18 999
Peugeot 2008,Peugeot,Rouge Ultimate,Essence,Manuelle,2018,104989,4.4,112,5,11 299
Citroën C3,Citroën,Gris Acier/Toit Noir Onyx,Diesel,Manuelle,2022,13712,4,111,5,15 999
Peugeot 208,Peugeot,Noir Perla Nera,Essence,Manuelle,2018,76278,4.5,104,5,12 299
Renault Clio 5,Renault,Gris Platine,Hybride essence,Automatique,2022,23891,4,94,5,18 899
Peugeot 308,Peugeot,,Essence,Manuelle,2021,26438,,,,21 099
Peugeot 308,Peugeot,Gris Artense,Diesel,Manuelle,2021,6353,4.6,124,5,21 499
Peugeot 5008,Peugeot,Bleu Celebes,Diesel,Automatique,2023,2272,5,147,5,32 999
Citroën C5 Aircross,Citroën,Gris Platinium,Essence,Automatique,2023,3674,6.5,150,5,26 399
Renault Clio 5,Renault,Gris Platine,Diesel,Manuelle,2019,40214,3.6,95,5,18 599
Peugeot 208,Peugeot,Gris Hurricane,Essence,Manuelle,2019,34580,4.7,108,5,12 299
Peugeot 3008,Peugeot,Gris,Essence,Automatique,2017,48040,4.7,127,5,21 199
Peugeot 3008,Peugeot,Gris Amazonite,Diesel,Manuelle,2019,44776,4.1,111,5,22 299
Renault Captur,Renault,Gris Cassiopée,Essence,Manuelle,2023,14932,5.9,131,5,19 199
Citroën C5 Aircross,Citroën,Gris Platinium,Diesel,Manuelle,2021,50720,4.9,130,5,24 299
Renault Clio 5,Renault,,Hybride essence,Automatique,2021,34566,,,,18 899
Peugeot 308,Peugeot,Gris Artense,Diesel,Manuelle,2021,26383,4.6,121,5,20 799
Peugeot 5008,Peugeot,Gris Artense,Diesel,Automatique,2023,1218,5,147,5,32 999
Peugeot 208,Peugeot,Noir Perla Nera,Essence,Manuelle,2017,33805,4.5,104,5,12 499
Citroën C5 Aircross,Citroën,Blanc Nacré,Essence,Automatique,2023,3097,6,149,5,26 999
Citroën C4,Citroën,Gris Acier,Essence,Automatique,2023,14162,5.8,130,5,24 399
Citroën C4,Citroën,Gris Aluminium,Diesel,Manuelle,2015,106815,4.2,106,5,10 199
Peugeot 3008,Peugeot,Blanc Nacré,Diesel,Manuelle,2019,45515,5.2,106,5,21 499
Citroën C3,Citroën,Blanc Banquise / Rouge Aden,Essence,Automatique,2021,22679,4,133,5,15 999
Peugeot 2008,Peugeot,Blanc Banquise,Essence,Manuelle,2016,79134,4.4,103,5,11 499
Citroën C5 Aircross,Citroën,Gris Acier,Diesel,Automatique,2021,48249,N/A,140,5,25 999
Renault Captur,Renault,Gris Highland,Essence,Manuelle,2023,21624,5.9,131,5,19 199
Peugeot 308,Peugeot,,Essence,Manuelle,2021,24821,,,,21 699
Renault Clio 5,Renault,Gris Platine,Hybride essence,Automatique,2021,15517,4,98,5,18 999
Dacia Sandero,Dacia,Bleu Cosmos,Essence,Automatique,2017,50660,5,114,5,13 799
Peugeot 5008,Peugeot,Gris Artense,Diesel,Automatique,2023,2590,5,147,5,32 999
Citroën C5 Aircross,Citroën,Bleu Eclipse,Essence,Automatique,2023,2303,6,149,5,26 999
Peugeot 208,Peugeot,Gris Platinium,Essence,Manuelle,2019,34568,4.7,108,5,12 499
Peugeot 3008,Peugeot,Noir Perla Nera,Essence,Manuelle,2020,44329,6.4,113,5,21 999
Citroën C3 Aircross,Citroën,,Essence,Automatique,2020,62114,,,,17 499
Renault Captur,Renault,,Essence,Manuelle,2021,44442,,,,19 199
Peugeot 2008,Peugeot,Blanc Nacré,Essence,Manuelle,2017,90230,4.4,103,5,12 399
Peugeot 208,Peugeot,Gris Platinium,Essence,Manuelle,2018,28181,4.5,104,5,12 499
Renault Clio 5,Renault,Gris Platine,Hybride essence,Automatique,2022,20071,4,94,5,18 999
Citroën C4,Citroën,,Essence,Automatique,2022,11703,,,,25 099
Peugeot 2008,Peugeot,Rouge Ultimate,Essence,Manuelle,2017,131932,4.8,110,5,11 299
Peugeot 5008,Peugeot,Gris Platinium,Diesel,Automatique,2023,2714,5,147,5,32 999
Citroën C3 Aircross,Citroën,,Diesel,Automatique,2019,47560,,,,16 999
Citroën C5 Aircross,Citroën,Gris Platinium,Essence,Automatique,2023,2659,6,149,5,26 999
Citroën C3,Citroën,Blanc Banquise/Toit Rouge Aden,Essence,Automatique,2021,34785,5,133,5,15 999
Peugeot 3008,Peugeot,Rouge Ultimate / Noir Perla Nera,Essence,Automatique,2020,61415,6,152,5,22 499
Renault Captur,Renault,Bleu Iron / Toit noir Etoilé,Essence,Automatique,2020,24144,6,145,5,20 499
Renault Clio 5,Renault,Blanc Glacier,Diesel,Manuelle,2023,14015,4,109,5,18 999
Citroën C5 Aircross,Citroën,Bleu Eclipse,Essence,Automatique,2023,2407,6,149,5,26 999
Peugeot 308,Peugeot,Gris Artense,Essence,Automatique,2021,19305,5.8,138,5,23 299
Citroën C3,Citroën,Gris Acier / Toit Noir,Essence,Manuelle,2022,12386,5.8,123,5,16 299
Renault Captur,Renault,Gris Cassiopée / Toit Noir Etoilé,Hybride essence,Automatique,2021,49525,5.8,134,5,20 999
Peugeot 2008,Peugeot,Rouge Ultimate,Essence,Automatique,2017,93353,4.8,110,5,12 099
Peugeot 5008,Peugeot,Gris Artense,Diesel,Automatique,2023,2568,5,147,5,32 999
Citroën C5 Aircross,Citroën,Gris Platinium,Essence,Automatique,2023,2438,6,149,5,26 999
Nissan Qashqai,Nissan,,Essence,Automatique,2020,37667,,,,20 999
Citroën C4,Citroën,Bleu Iceland,Essence,Automatique,2022,18584,5,130,5,20 999
Peugeot 208,Peugeot,Gris Artense,Essence,Manuelle,2019,37444,4,106,5,12 499
Citroën C3,Citroën,Gris Acier/Toit Noir Onyx,Essence,Automatique,2021,60336,5.9,135,5,16 499
Peugeot 3008,Peugeot,Braun,Essence,Automatique,2020,58825,6.8,152,5,22 999
Peugeot 208,Peugeot,Noir Perla Nera,Essence,Manuelle,2018,46415,4.5,104,5,12 499
Renault Captur,Renault,GREY,Essence,Manuelle,2023,11166,5.9,131,5,20 699
Peugeot 2008,Peugeot,Gris Platinium,Essence,Manuelle,2017,67875,4.4,103,5,11 499
Peugeot 308,Peugeot,Green,Essence,Automatique,2022,27098,5.8,128,5,24 699
Citroën C3 Aircross,Citroën,Rouge Pepper,Essence,Automatique,2020,24135,5,143,5,18 999
Peugeot 5008,Peugeot,Gris Artense,Diesel,Automatique,2023,2347,5,147,5,32 999
Citroën C5 Aircross,Citroën,Gris Platinium,Essence,Automatique,2023,2593,6,149,5,26 999
Citroën C4,Citroën,Gris Platinium,Essence,Automatique,2022,13071,5,130,5,21 999
Peugeot 208,Peugeot,Blanc Perle,Essence,Manuelle,2019,74258,4.5,106,5,12 499
Peugeot 208,Peugeot,Gris Aluminium,Essence,Manuelle,2018,60568,4.3,99,5,12 499
Citroën C3,Citroën,Blanc Banquise/Toit Noir Onyx,Essence,Automatique,2021,16554,5,133,5,16 499
Peugeot 3008,Peugeot,Noir Perla Nera (M),Essence,Manuelle,2021,57368,6.2,141,5,23 399
Peugeot 2008,Peugeot,Noir Perla Nera,Essence,Manuelle,2019,82354,5.1,112,5,11 999
Renault Captur,Renault,Blanc Albatre / Toit Noir Etoilé,Essence,Automatique,2020,14489,6.2,125,5,20 999
Renault Clio 5,Renault,Bleu Iron,Essence,Manuelle,2023,580,5,118,5,19 499
Peugeot 308,Peugeot,AZUL,Essence,Manuelle,2022,6254,5.6,127,5,24 699
Peugeot 5008,Peugeot,Gris Platinium,Diesel,Automatique,2023,2247,5.6,147,5,33 299
Citroën C5 Aircross,Citroën,Blanc Nacré,Essence,Automatique,2023,1365,6.5,150,5,27 399
Nissan Qashqai,Nissan,Gris Squale,Hybride essence,Automatique,2022,32649,6,142,5,25 723
Peugeot 208,Peugeot,Gris Platinium,Essence,Manuelle,2018,44367,4,104,5,12 499
Citroën C3,Citroën,Blanc Banquise/Toit Noir Onyx,Essence,Automatique,2021,29779,5,133,5,16 499
Peugeot 2008,Peugeot,Blanc Banquise,Essence,Manuelle,2017,63258,4.4,103,5,11 899
Peugeot 3008,Peugeot,Gris Platinium,Essence,Manuelle,2022,23216,6,139,5,23 499
Renault Captur,Renault,,Hybride essence,Automatique,2022,40897,,,,20 999
Renault Clio 5,Renault,Rouge Flamme,Essence,Manuelle,2023,310,5.1,118,5,19 399
Peugeot 208,Peugeot,Blanc Banquise,Essence,Manuelle,2018,30245,4.7,108,5,12 499
Peugeot 308,Peugeot,Blanc Nacré,Diesel,Automatique,2021,37205,4.9,125,5,25 799
Peugeot 308,Peugeot,,Essence,Automatique,2022,33306,,,,24 999
Peugeot 5008,Peugeot,Gris Platinium / Noir Perla Nera,Diesel,Automatique,2022,28380,5,141,5,33 499
Citroën C5 Aircross,Citroën,Noir Perla,Hybride essence rechargeable,Auto...,2021,23352,1.5,32,5,28 599
Citroën C3,Citroën,Noir Perla Nera/toit Blanc Opale,Diesel,Manuelle,2022,7884,4,112,5,17 299
Renault Captur,Renault,Noir Etoilé / Toit Gris Highland,Hybride essence,Automatique,2022,21647,4,110,5,21 499
Peugeot 3008,Peugeot,,Diesel,Automatique,2018,65684,,,,24 999
Peugeot 5008,Peugeot,Gris Artense,Diesel,Automatique,2023,14472,5.6,147,5,33 399
Peugeot 208,Peugeot,Blanc Perle,Essence,Manuelle,2016,74020,4.3,99,5,12 599
Citroën C5 Aircross,Citroën,Blanc Banquise,Essence,Automatique,2023,30,6,148,5,28 599
Citroën C3,Citroën,Gris Acier/Toit Noir Onyx,Diesel,Manuelle,2022,4608,4,112,5,17 499
Peugeot 3008,Peugeot,Bleu Vertigo,Diesel,Automatique,2021,44050,5,143,5,24 999
Renault Captur,Renault,Gris Cassiopée / Toit Noir Etoilé,Hybride essence,Automatique,2022,21835,4.8,105,5,21 499
Peugeot 308,Peugeot,,Essence,Automatique,2023,16477,,,,25 999
Peugeot 5008,Peugeot,Gris Artense,Diesel,Automatique,2023,752,5,147,5,34 499
Peugeot 208,Peugeot,Rouge Elixir,Essence,Manuelle,2018,31037,4.5,104,5,12 599
Citroën C3,Citroën,Gris Platinium/toit Noir Onyx,Diesel,Manuelle,2022,4934,4,112,5,17 499
Peugeot 2008,Peugeot,Rouge Ultimate,Essence,Manuelle,2017,66559,4,103,5,11 699
Peugeot 3008,Peugeot,Gris Platinium,Essence,Manuelle,2021,10776,6.1,141,5,24 999
Peugeot 308,Peugeot,,Essence,Automatique,2022,33310,,,,26 399
Peugeot 208,Peugeot,Noir Perla Nera,Essence,Manuelle,2019,41713,4.7,108,5,12 699
Peugeot 5008,Peugeot,,Diesel,Automatique,2023,7840,,,,35 082
Citroën C5 Aircross,Citroën,Gris Artense,Diesel,Automatique,2023,4321,5.6,136,5,28 899
Citroën C3,Citroën,Noir Perla Nera/toit Blanc Opale,Diesel,Manuelle,2022,9196,4,112,5,17 499
Renault Captur,Renault,Gris Highland,Hybride essence,Automatique,2022,17997,5,108,5,21 799
Peugeot 2008,Peugeot,Gris Platinium,Essence,Manuelle,2017,92352,4.8,110,5,11 999
Peugeot 308,Peugeot,,Essence,Automatique,2022,40935,,,,26 399
Peugeot 208,Peugeot,Orange Power,Essence,Manuelle,2017,57924,4.3,99,5,12 699
Peugeot 5008,Peugeot,,Diesel,Automatique,2023,7132,,,,36 199
Citroën C5 Aircross,Citroën,Bleu Eclipse,Diesel,Automatique,2023,3588,5,145,5,29 499
Citroën C3 Aircross,Citroën,Gris Acier,Essence,Manuelle,2018,87435,5,115,5,11 999
Peugeot 2008,Peugeot,Rouge Ultimate,Essence,Manuelle,2017,85912,4.8,110,5,12 499
Citroën C3,Citroën,Gris Platinium/toit Noir Onyx,Diesel,Manuelle,2022,961,4,112,5,17 799
Peugeot 3008,Peugeot,Gris Artense / Noir Perla Nera,Essence,Manuelle,2022,18851,6,139,5,24 999
Peugeot 2008,Peugeot,Emerald Crystal,Essence,Manuelle,2018,64487,5,112,5,12 199
Peugeot 2008,Peugeot,Blanc Banquise,Essence,Manuelle,2018,57190,5,112,5,12 499
Citroën C5 Aircross,Citroën,Gris Platinium,Hybride essence rechargeable,Auto...,2021,41200,1.4,32,5,29 799
Citroën C3 Aircross,Citroën,Gris Artense,Diesel,Manuelle,2023,7186,4.8,128,5,20 399
Peugeot 308,Peugeot,Gris Artense,Diesel,Automatique,2023,3023,4,130,5,27 499
Citroën C5 Aircross,Citroën,Gris Platinium,Diesel,Automatique,2023,250,5.5,145,5,29 899
Dacia Duster,Dacia,Brun Vison,Diesel,Manuelle,2020,40236,4,129,5,16 999
